date,census_tr,non_payment,illegal_use,eviction,datetime,time,Category,year,month,DayOfWeek
2003-01-02,158.02,0,0,1,2003-01-02,<built-in method time of Timestamp object at 0x10e6540c0>,EVICTION,2003,1,NULL
2003-01-02,228.01,0,0,1,2003-01-02,<built-in method time of Timestamp object at 0x10e654138>,EVICTION,2003,1,NULL
2003-01-02,302.02,0,0,1,2003-01-02,<built-in method time of Timestamp object at 0x10e6541b0>,EVICTION,2003,1,NULL
2003-01-02,232.0,0,0,1,2003-01-02,<built-in method time of Timestamp object at 0x10e654228>,EVICTION,2003,1,NULL
2003-01-03,204.01,0,0,1,2003-01-03,<built-in method time of Timestamp object at 0x10e6542a0>,EVICTION,2003,1,NULL
2003-01-03,204.01,0,0,1,2003-01-03,<built-in method time of Timestamp object at 0x10e654318>,EVICTION,2003,1,NULL
2003-01-03,122.02,0,0,1,2003-01-03,<built-in method time of Timestamp object at 0x10e654390>,EVICTION,2003,1,NULL
2003-01-03,477.02,0,0,1,2003-01-03,<built-in method time of Timestamp object at 0x10e654408>,EVICTION,2003,1,NULL
2003-01-03,156.0,0,0,1,2003-01-03,<built-in method time of Timestamp object at 0x10e654480>,EVICTION,2003,1,NULL
2003-01-03,311.0,0,0,1,2003-01-03,<built-in method time of Timestamp object at 0x10e6544f8>,EVICTION,2003,1,NULL
2003-01-03,204.01,0,0,1,2003-01-03,<built-in method time of Timestamp object at 0x10e654570>,EVICTION,2003,1,NULL
2003-01-03,218.0,0,0,1,2003-01-03,<built-in method time of Timestamp object at 0x10e6545e8>,EVICTION,2003,1,NULL
2003-01-06,151.0,0,0,1,2003-01-06,<built-in method time of Timestamp object at 0x10e654660>,EVICTION,2003,1,NULL
2003-01-06,101.0,0,0,1,2003-01-06,<built-in method time of Timestamp object at 0x10e673048>,EVICTION,2003,1,NULL
2003-01-06,207.0,0,0,1,2003-01-06,<built-in method time of Timestamp object at 0x10e6730c0>,EVICTION,2003,1,NULL
2003-01-06,133.0,0,0,1,2003-01-06,<built-in method time of Timestamp object at 0x10e673138>,EVICTION,2003,1,NULL
2003-01-06,477.02,0,0,1,2003-01-06,<built-in method time of Timestamp object at 0x10e6731b0>,EVICTION,2003,1,NULL
2003-01-06,164.0,0,0,1,2003-01-06,<built-in method time of Timestamp object at 0x10e673228>,EVICTION,2003,1,NULL
2003-01-06,232.0,1,0,1,2003-01-06,<built-in method time of Timestamp object at 0x10e6732a0>,EVICTION,2003,1,NULL
2003-01-06,263.02,0,0,1,2003-01-06,<built-in method time of Timestamp object at 0x10e673318>,EVICTION,2003,1,NULL
2003-01-06,326.01,1,0,1,2003-01-06,<built-in method time of Timestamp object at 0x10e673390>,EVICTION,2003,1,NULL
2003-01-07,252.0,0,0,1,2003-01-07,<built-in method time of Timestamp object at 0x10e673408>,EVICTION,2003,1,NULL
2003-01-07,262.0,0,0,1,2003-01-07,<built-in method time of Timestamp object at 0x10e673480>,EVICTION,2003,1,NULL
2003-01-07,451.0,0,0,1,2003-01-07,<built-in method time of Timestamp object at 0x10e673660>,EVICTION,2003,1,NULL
2003-01-07,121.0,0,0,1,2003-01-07,<built-in method time of Timestamp object at 0x10e673570>,EVICTION,2003,1,NULL
2003-01-07,129.02,0,0,1,2003-01-07,<built-in method time of Timestamp object at 0x10e6734f8>,EVICTION,2003,1,NULL
2003-01-08,132.0,0,0,1,2003-01-08,<built-in method time of Timestamp object at 0x10e6736d8>,EVICTION,2003,1,NULL
2003-01-08,125.01,0,0,1,2003-01-08,<built-in method time of Timestamp object at 0x10e6735e8>,EVICTION,2003,1,NULL
2003-01-08,353.0,0,0,1,2003-01-08,<built-in method time of Timestamp object at 0x10e6737c8>,EVICTION,2003,1,NULL
2003-01-08,168.02,0,0,1,2003-01-08,<built-in method time of Timestamp object at 0x10e673750>,EVICTION,2003,1,NULL
2003-01-09,201.0,0,0,1,2003-01-09,<built-in method time of Timestamp object at 0x10e673b10>,EVICTION,2003,1,NULL
2003-01-09,264.03,1,0,1,2003-01-09,<built-in method time of Timestamp object at 0x1086fe8b8>,EVICTION,2003,1,NULL
2003-01-09,234.0,1,0,1,2003-01-09,<built-in method time of Timestamp object at 0x1086fe840>,EVICTION,2003,1,NULL
2003-01-09,157.0,0,0,1,2003-01-09,<built-in method time of Timestamp object at 0x10ebf3750>,EVICTION,2003,1,NULL
2003-01-13,202.0,0,0,1,2003-01-13,<built-in method time of Timestamp object at 0x10ebf35e8>,EVICTION,2003,1,NULL
2003-01-13,206.0,0,0,1,2003-01-13,<built-in method time of Timestamp object at 0x10ebf3660>,EVICTION,2003,1,NULL
2003-01-13,122.02,0,0,1,2003-01-13,<built-in method time of Timestamp object at 0x10ebf3048>,EVICTION,2003,1,NULL
2003-01-13,330.0,0,0,1,2003-01-13,<built-in method time of Timestamp object at 0x10ebf30c0>,EVICTION,2003,1,NULL
2003-01-13,204.02,0,0,1,2003-01-13,<built-in method time of Timestamp object at 0x10ebf3138>,EVICTION,2003,1,NULL
2003-01-13,479.01,0,0,1,2003-01-13,<built-in method time of Timestamp object at 0x10ebf31b0>,EVICTION,2003,1,NULL
2003-01-13,171.01,0,0,1,2003-01-13,<built-in method time of Timestamp object at 0x10ebf3228>,EVICTION,2003,1,NULL
2003-01-13,124.01,1,0,1,2003-01-13,<built-in method time of Timestamp object at 0x10ebf32a0>,EVICTION,2003,1,NULL
2003-01-13,229.03,0,0,1,2003-01-13,<built-in method time of Timestamp object at 0x10ebf3318>,EVICTION,2003,1,NULL
2003-01-13,229.03,0,0,1,2003-01-13,<built-in method time of Timestamp object at 0x10ebf34f8>,EVICTION,2003,1,NULL
2003-01-13,229.03,0,0,1,2003-01-13,<built-in method time of Timestamp object at 0x10ebf3408>,EVICTION,2003,1,NULL
2003-01-13,229.03,0,0,1,2003-01-13,<built-in method time of Timestamp object at 0x10ebf3390>,EVICTION,2003,1,NULL
2003-01-13,302.02,0,0,1,2003-01-13,<built-in method time of Timestamp object at 0x10ebf3570>,EVICTION,2003,1,NULL
2003-01-13,169.0,0,0,1,2003-01-13,<built-in method time of Timestamp object at 0x10ebf3480>,EVICTION,2003,1,NULL
2003-01-13,164.0,0,0,1,2003-01-13,<built-in method time of Timestamp object at 0x10ebf36d8>,EVICTION,2003,1,NULL
2003-01-14,106.0,0,0,1,2003-01-14,<built-in method time of Timestamp object at 0x10de96048>,EVICTION,2003,1,NULL
2003-01-14,122.02,1,0,1,2003-01-14,<built-in method time of Timestamp object at 0x10de960c0>,EVICTION,2003,1,NULL
2003-01-14,478.01,1,0,1,2003-01-14,<built-in method time of Timestamp object at 0x10de96138>,EVICTION,2003,1,NULL
2003-01-14,106.0,0,0,1,2003-01-14,<built-in method time of Timestamp object at 0x10de961b0>,EVICTION,2003,1,NULL
2003-01-14,326.01,0,0,1,2003-01-14,<built-in method time of Timestamp object at 0x10de96228>,EVICTION,2003,1,NULL
2003-01-14,202.0,0,0,1,2003-01-14,<built-in method time of Timestamp object at 0x10de962a0>,EVICTION,2003,1,NULL
2003-01-14,307.0,0,0,1,2003-01-14,<built-in method time of Timestamp object at 0x10de96318>,EVICTION,2003,1,NULL
2003-01-15,171.01,0,0,1,2003-01-15,<built-in method time of Timestamp object at 0x10de96390>,EVICTION,2003,1,NULL
2003-01-15,207.0,0,0,1,2003-01-15,<built-in method time of Timestamp object at 0x10de96408>,EVICTION,2003,1,NULL
2003-01-15,207.0,0,0,1,2003-01-15,<built-in method time of Timestamp object at 0x10de96480>,EVICTION,2003,1,NULL
2003-01-15,207.0,0,0,1,2003-01-15,<built-in method time of Timestamp object at 0x10de964f8>,EVICTION,2003,1,NULL
2003-01-15,201.0,0,0,1,2003-01-15,<built-in method time of Timestamp object at 0x10de96570>,EVICTION,2003,1,NULL
2003-01-15,201.0,0,0,1,2003-01-15,<built-in method time of Timestamp object at 0x10de965e8>,EVICTION,2003,1,NULL
2003-01-15,125.01,0,0,1,2003-01-15,<built-in method time of Timestamp object at 0x10de96660>,EVICTION,2003,1,NULL
2003-01-15,206.0,0,0,1,2003-01-15,<built-in method time of Timestamp object at 0x10de966d8>,EVICTION,2003,1,NULL
2003-01-15,124.01,0,0,1,2003-01-15,<built-in method time of Timestamp object at 0x10de96750>,EVICTION,2003,1,NULL
2003-01-15,102.0,0,0,1,2003-01-15,<built-in method time of Timestamp object at 0x10de967c8>,EVICTION,2003,1,NULL
2003-01-15,122.02,0,1,1,2003-01-15,<built-in method time of Timestamp object at 0x10de96840>,EVICTION,2003,1,NULL
2003-01-15,125.01,0,0,1,2003-01-15,<built-in method time of Timestamp object at 0x10de968b8>,EVICTION,2003,1,NULL
2003-01-16,111.0,0,0,1,2003-01-16,<built-in method time of Timestamp object at 0x10de96930>,EVICTION,2003,1,NULL
2003-01-16,111.0,0,0,1,2003-01-16,<built-in method time of Timestamp object at 0x10de969a8>,EVICTION,2003,1,NULL
2003-01-16,163.0,0,0,1,2003-01-16,<built-in method time of Timestamp object at 0x10de96a20>,EVICTION,2003,1,NULL
2003-01-16,166.0,0,0,1,2003-01-16,<built-in method time of Timestamp object at 0x10de96a98>,EVICTION,2003,1,NULL
2003-01-17,260.04,0,0,1,2003-01-17,<built-in method time of Timestamp object at 0x10de96b10>,EVICTION,2003,1,NULL
2003-01-21,163.0,0,0,1,2003-01-21,<built-in method time of Timestamp object at 0x10de96b88>,EVICTION,2003,1,NULL
2003-01-21,218.0,0,0,1,2003-01-21,<built-in method time of Timestamp object at 0x10de96c00>,EVICTION,2003,1,NULL
2003-01-21,151.0,0,0,1,2003-01-21,<built-in method time of Timestamp object at 0x10de96c78>,EVICTION,2003,1,NULL
2003-01-21,208.0,0,0,1,2003-01-21,<built-in method time of Timestamp object at 0x10de96cf0>,EVICTION,2003,1,NULL
2003-01-21,204.01,0,0,1,2003-01-21,<built-in method time of Timestamp object at 0x10de96d68>,EVICTION,2003,1,NULL
2003-01-21,426.01,0,0,1,2003-01-21,<built-in method time of Timestamp object at 0x10de96de0>,EVICTION,2003,1,NULL
2003-01-21,122.01,0,0,1,2003-01-21,<built-in method time of Timestamp object at 0x10de96e58>,EVICTION,2003,1,NULL
2003-01-22,228.01,0,1,1,2003-01-22,<built-in method time of Timestamp object at 0x10de96ed0>,EVICTION,2003,1,NULL
2003-01-22,228.01,1,0,1,2003-01-22,<built-in method time of Timestamp object at 0x10de96f48>,EVICTION,2003,1,NULL
2003-01-22,327.0,0,0,1,2003-01-22,<built-in method time of Timestamp object at 0x10de97f48>,EVICTION,2003,1,NULL
2003-01-22,255.0,0,0,1,2003-01-22,<built-in method time of Timestamp object at 0x10de97ed0>,EVICTION,2003,1,NULL
2003-01-22,228.01,0,0,1,2003-01-22,<built-in method time of Timestamp object at 0x10de97e58>,EVICTION,2003,1,NULL
2003-01-23,314.0,0,0,1,2003-01-23,<built-in method time of Timestamp object at 0x10de97de0>,EVICTION,2003,1,NULL
2003-01-23,122.02,0,0,1,2003-01-23,<built-in method time of Timestamp object at 0x10de97d68>,EVICTION,2003,1,NULL
2003-01-23,314.0,0,0,1,2003-01-23,<built-in method time of Timestamp object at 0x10de97cf0>,EVICTION,2003,1,NULL
2003-01-23,256.0,0,0,1,2003-01-23,<built-in method time of Timestamp object at 0x10de97c78>,EVICTION,2003,1,NULL
2003-01-23,124.01,0,0,1,2003-01-23,<built-in method time of Timestamp object at 0x10de97c00>,EVICTION,2003,1,NULL
2003-01-23,122.02,0,0,1,2003-01-23,<built-in method time of Timestamp object at 0x10de97b88>,EVICTION,2003,1,NULL
2003-01-23,314.0,0,0,1,2003-01-23,<built-in method time of Timestamp object at 0x10de97b10>,EVICTION,2003,1,NULL
2003-01-23,163.0,0,0,1,2003-01-23,<built-in method time of Timestamp object at 0x10de97a98>,EVICTION,2003,1,NULL
2003-01-24,203.0,0,0,1,2003-01-24,<built-in method time of Timestamp object at 0x10de97a20>,EVICTION,2003,1,NULL
2003-01-24,615.0,0,0,1,2003-01-24,<built-in method time of Timestamp object at 0x10de979a8>,EVICTION,2003,1,NULL
2003-01-24,451.0,0,0,1,2003-01-24,<built-in method time of Timestamp object at 0x10de97930>,EVICTION,2003,1,NULL
2003-01-27,253.0,0,0,1,2003-01-27,<built-in method time of Timestamp object at 0x10de978b8>,EVICTION,2003,1,NULL
2003-01-27,130.0,0,0,1,2003-01-27,<built-in method time of Timestamp object at 0x10de97840>,EVICTION,2003,1,NULL
2003-01-27,218.0,0,0,1,2003-01-27,<built-in method time of Timestamp object at 0x10de977c8>,EVICTION,2003,1,NULL
2003-01-27,111.0,0,0,1,2003-01-27,<built-in method time of Timestamp object at 0x10de97750>,EVICTION,2003,1,NULL
2003-01-28,262.0,0,0,1,2003-01-28,<built-in method time of Timestamp object at 0x10de976d8>,EVICTION,2003,1,NULL
2003-01-28,354.0,0,0,1,2003-01-28,<built-in method time of Timestamp object at 0x10de97660>,EVICTION,2003,1,NULL
2003-01-28,131.01,0,0,1,2003-01-28,<built-in method time of Timestamp object at 0x10de975e8>,EVICTION,2003,1,NULL
2003-01-28,307.0,0,0,1,2003-01-28,<built-in method time of Timestamp object at 0x10de97570>,EVICTION,2003,1,NULL
2003-01-28,154.0,0,0,1,2003-01-28,<built-in method time of Timestamp object at 0x10de974f8>,EVICTION,2003,1,NULL
2003-01-28,251.0,0,0,1,2003-01-28,<built-in method time of Timestamp object at 0x10de97480>,EVICTION,2003,1,NULL
2003-01-28,170.0,0,0,1,2003-01-28,<built-in method time of Timestamp object at 0x10de97408>,EVICTION,2003,1,NULL
2003-01-28,170.0,0,0,1,2003-01-28,<built-in method time of Timestamp object at 0x10de97390>,EVICTION,2003,1,NULL
2003-01-29,477.01,1,0,1,2003-01-29,<built-in method time of Timestamp object at 0x10de97318>,EVICTION,2003,1,NULL
2003-01-29,615.0,0,0,1,2003-01-29,<built-in method time of Timestamp object at 0x10de972a0>,EVICTION,2003,1,NULL
2003-01-29,254.02,0,0,1,2003-01-29,<built-in method time of Timestamp object at 0x10de97228>,EVICTION,2003,1,NULL
2003-01-30,477.01,1,0,1,2003-01-30,<built-in method time of Timestamp object at 0x10de971b0>,EVICTION,2003,1,NULL
2003-01-30,615.0,1,0,1,2003-01-30,<built-in method time of Timestamp object at 0x10de97138>,EVICTION,2003,1,NULL
2003-01-30,301.01,0,0,1,2003-01-30,<built-in method time of Timestamp object at 0x10de970c0>,EVICTION,2003,1,NULL
2003-01-30,229.03,0,0,1,2003-01-30,<built-in method time of Timestamp object at 0x10de97048>,EVICTION,2003,1,NULL
2003-01-30,301.01,0,0,1,2003-01-30,<built-in method time of Timestamp object at 0x10de98f48>,EVICTION,2003,1,NULL
2003-01-30,229.03,0,0,1,2003-01-30,<built-in method time of Timestamp object at 0x10de98ed0>,EVICTION,2003,1,NULL
2003-01-31,121.0,1,0,1,2003-01-31,<built-in method time of Timestamp object at 0x10de98e58>,EVICTION,2003,1,NULL
2003-01-31,253.0,0,0,1,2003-01-31,<built-in method time of Timestamp object at 0x10de98de0>,EVICTION,2003,1,NULL
2003-01-31,314.0,0,0,1,2003-01-31,<built-in method time of Timestamp object at 0x10de98d68>,EVICTION,2003,1,NULL
2003-01-31,169.0,0,0,1,2003-01-31,<built-in method time of Timestamp object at 0x10de98cf0>,EVICTION,2003,1,NULL
2003-02-03,167.0,0,0,1,2003-02-03,<built-in method time of Timestamp object at 0x10de98c78>,EVICTION,2003,2,NULL
2003-02-03,328.02,0,0,1,2003-02-03,<built-in method time of Timestamp object at 0x10de98c00>,EVICTION,2003,2,NULL
2003-02-03,264.03,0,0,1,2003-02-03,<built-in method time of Timestamp object at 0x10de98b88>,EVICTION,2003,2,NULL
2003-02-03,304.0,0,0,1,2003-02-03,<built-in method time of Timestamp object at 0x10de98b10>,EVICTION,2003,2,NULL
2003-02-03,124.01,0,0,1,2003-02-03,<built-in method time of Timestamp object at 0x10de98a98>,EVICTION,2003,2,NULL
2003-02-03,169.0,0,0,1,2003-02-03,<built-in method time of Timestamp object at 0x10de98a20>,EVICTION,2003,2,NULL
2003-02-03,202.0,0,0,1,2003-02-03,<built-in method time of Timestamp object at 0x10de989a8>,EVICTION,2003,2,NULL
2003-02-03,121.0,0,0,1,2003-02-03,<built-in method time of Timestamp object at 0x10de98930>,EVICTION,2003,2,NULL
2003-02-03,260.04,0,0,1,2003-02-03,<built-in method time of Timestamp object at 0x10de988b8>,EVICTION,2003,2,NULL
2003-02-04,254.03,0,0,1,2003-02-04,<built-in method time of Timestamp object at 0x10de98840>,EVICTION,2003,2,NULL
2003-02-04,202.0,0,0,1,2003-02-04,<built-in method time of Timestamp object at 0x10de987c8>,EVICTION,2003,2,NULL
2003-02-04,166.0,0,0,1,2003-02-04,<built-in method time of Timestamp object at 0x10de98750>,EVICTION,2003,2,NULL
2003-02-04,166.0,0,0,1,2003-02-04,<built-in method time of Timestamp object at 0x10de986d8>,EVICTION,2003,2,NULL
2003-02-04,166.0,0,0,1,2003-02-04,<built-in method time of Timestamp object at 0x10de98660>,EVICTION,2003,2,NULL
2003-02-04,166.0,0,0,1,2003-02-04,<built-in method time of Timestamp object at 0x10de985e8>,EVICTION,2003,2,NULL
2003-02-04,166.0,0,0,1,2003-02-04,<built-in method time of Timestamp object at 0x10de98570>,EVICTION,2003,2,NULL
2003-02-04,166.0,0,0,1,2003-02-04,<built-in method time of Timestamp object at 0x10de984f8>,EVICTION,2003,2,NULL
2003-02-04,164.0,0,0,1,2003-02-04,<built-in method time of Timestamp object at 0x10de98480>,EVICTION,2003,2,NULL
2003-02-05,302.01,0,0,1,2003-02-05,<built-in method time of Timestamp object at 0x10de98408>,EVICTION,2003,2,NULL
2003-02-05,208.0,1,0,1,2003-02-05,<built-in method time of Timestamp object at 0x10de98390>,EVICTION,2003,2,NULL
2003-02-05,129.02,0,0,1,2003-02-05,<built-in method time of Timestamp object at 0x10de98318>,EVICTION,2003,2,NULL
2003-02-05,477.02,0,0,1,2003-02-05,<built-in method time of Timestamp object at 0x10de982a0>,EVICTION,2003,2,NULL
2003-02-06,166.0,0,0,1,2003-02-06,<built-in method time of Timestamp object at 0x10de98228>,EVICTION,2003,2,NULL
2003-02-06,215.0,0,0,1,2003-02-06,<built-in method time of Timestamp object at 0x10de981b0>,EVICTION,2003,2,NULL
2003-02-07,207.0,0,0,1,2003-02-07,<built-in method time of Timestamp object at 0x10de98138>,EVICTION,2003,2,NULL
2003-02-07,228.01,1,0,1,2003-02-07,<built-in method time of Timestamp object at 0x10de980c0>,EVICTION,2003,2,NULL
2003-02-07,122.02,0,0,1,2003-02-07,<built-in method time of Timestamp object at 0x10de98048>,EVICTION,2003,2,NULL
2003-02-07,167.0,0,0,1,2003-02-07,<built-in method time of Timestamp object at 0x10de99f48>,EVICTION,2003,2,NULL
2003-02-07,125.01,0,0,1,2003-02-07,<built-in method time of Timestamp object at 0x10de99ed0>,EVICTION,2003,2,NULL
2003-02-07,124.01,0,0,1,2003-02-07,<built-in method time of Timestamp object at 0x10de99e58>,EVICTION,2003,2,NULL
2003-02-07,124.01,0,0,1,2003-02-07,<built-in method time of Timestamp object at 0x10de99de0>,EVICTION,2003,2,NULL
2003-02-10,101.0,0,0,1,2003-02-10,<built-in method time of Timestamp object at 0x10de99d68>,EVICTION,2003,2,NULL
2003-02-10,101.0,0,0,1,2003-02-10,<built-in method time of Timestamp object at 0x10de99cf0>,EVICTION,2003,2,NULL
2003-02-10,124.02,0,0,1,2003-02-10,<built-in method time of Timestamp object at 0x10de99c78>,EVICTION,2003,2,NULL
2003-02-10,260.03,0,0,1,2003-02-10,<built-in method time of Timestamp object at 0x10de99c00>,EVICTION,2003,2,NULL
2003-02-10,303.01,0,0,1,2003-02-10,<built-in method time of Timestamp object at 0x10de99b88>,EVICTION,2003,2,NULL
2003-02-10,168.02,0,0,1,2003-02-10,<built-in method time of Timestamp object at 0x10de99b10>,EVICTION,2003,2,NULL
2003-02-10,251.0,0,0,1,2003-02-10,<built-in method time of Timestamp object at 0x10de99a98>,EVICTION,2003,2,NULL
2003-02-10,304.0,0,0,1,2003-02-10,<built-in method time of Timestamp object at 0x10de99a20>,EVICTION,2003,2,NULL
2003-02-10,254.03,0,0,1,2003-02-10,<built-in method time of Timestamp object at 0x10de999a8>,EVICTION,2003,2,NULL
2003-02-11,260.03,0,0,1,2003-02-11,<built-in method time of Timestamp object at 0x10de99930>,EVICTION,2003,2,NULL
2003-02-11,256.0,0,0,1,2003-02-11,<built-in method time of Timestamp object at 0x10de998b8>,EVICTION,2003,2,NULL
2003-02-11,213.0,0,0,1,2003-02-11,<built-in method time of Timestamp object at 0x10de99840>,EVICTION,2003,2,NULL
2003-02-11,107.0,1,0,1,2003-02-11,<built-in method time of Timestamp object at 0x10de997c8>,EVICTION,2003,2,NULL
2003-02-12,264.04,0,0,1,2003-02-12,<built-in method time of Timestamp object at 0x10de99750>,EVICTION,2003,2,NULL
2003-02-13,171.01,0,0,1,2003-02-13,<built-in method time of Timestamp object at 0x10de996d8>,EVICTION,2003,2,NULL
2003-02-13,311.0,0,1,1,2003-02-13,<built-in method time of Timestamp object at 0x10de99660>,EVICTION,2003,2,NULL
2003-02-13,311.0,0,0,1,2003-02-13,<built-in method time of Timestamp object at 0x10de995e8>,EVICTION,2003,2,NULL
2003-02-13,227.02,0,0,1,2003-02-13,<built-in method time of Timestamp object at 0x10de99570>,EVICTION,2003,2,NULL
2003-02-13,206.0,0,0,1,2003-02-13,<built-in method time of Timestamp object at 0x10de994f8>,EVICTION,2003,2,NULL
2003-02-13,214.0,0,0,1,2003-02-13,<built-in method time of Timestamp object at 0x10de99480>,EVICTION,2003,2,NULL
2003-02-13,171.01,0,0,1,2003-02-13,<built-in method time of Timestamp object at 0x10de99408>,EVICTION,2003,2,NULL
2003-02-13,301.01,0,0,1,2003-02-13,<built-in method time of Timestamp object at 0x10de99390>,EVICTION,2003,2,NULL
2003-02-13,178.02,0,0,1,2003-02-13,<built-in method time of Timestamp object at 0x10de99318>,EVICTION,2003,2,NULL
2003-02-13,328.01,0,0,1,2003-02-13,<built-in method time of Timestamp object at 0x10de992a0>,EVICTION,2003,2,NULL
2003-02-14,124.01,0,0,1,2003-02-14,<built-in method time of Timestamp object at 0x10de99228>,EVICTION,2003,2,NULL
2003-02-14,201.0,0,1,1,2003-02-14,<built-in method time of Timestamp object at 0x10de991b0>,EVICTION,2003,2,NULL
2003-02-14,132.0,0,0,1,2003-02-14,<built-in method time of Timestamp object at 0x10de99138>,EVICTION,2003,2,NULL
2003-02-14,132.0,0,0,1,2003-02-14,<built-in method time of Timestamp object at 0x10de990c0>,EVICTION,2003,2,NULL
2003-02-14,125.01,0,0,1,2003-02-14,<built-in method time of Timestamp object at 0x10de99048>,EVICTION,2003,2,NULL
2003-02-14,165.0,0,0,1,2003-02-14,<built-in method time of Timestamp object at 0x10de9af48>,EVICTION,2003,2,NULL
2003-02-14,226.0,0,0,1,2003-02-14,<built-in method time of Timestamp object at 0x10de9aed0>,EVICTION,2003,2,NULL
2003-02-14,202.0,0,0,1,2003-02-14,<built-in method time of Timestamp object at 0x10de9ae58>,EVICTION,2003,2,NULL
2003-02-18,171.01,0,0,1,2003-02-18,<built-in method time of Timestamp object at 0x10de9ade0>,EVICTION,2003,2,NULL
2003-02-18,214.0,0,0,1,2003-02-18,<built-in method time of Timestamp object at 0x10de9ad68>,EVICTION,2003,2,NULL
2003-02-18,171.01,0,0,1,2003-02-18,<built-in method time of Timestamp object at 0x10de9acf0>,EVICTION,2003,2,NULL
2003-02-18,202.0,0,0,1,2003-02-18,<built-in method time of Timestamp object at 0x10de9ac78>,EVICTION,2003,2,NULL
2003-02-18,171.01,0,0,1,2003-02-18,<built-in method time of Timestamp object at 0x10de9ac00>,EVICTION,2003,2,NULL
2003-02-18,162.0,0,0,1,2003-02-18,<built-in method time of Timestamp object at 0x10de9ab88>,EVICTION,2003,2,NULL
2003-02-18,167.0,0,0,1,2003-02-18,<built-in method time of Timestamp object at 0x10de9ab10>,EVICTION,2003,2,NULL
2003-02-18,228.02,0,0,1,2003-02-18,<built-in method time of Timestamp object at 0x10de9aa98>,EVICTION,2003,2,NULL
2003-02-18,176.01,0,0,1,2003-02-18,<built-in method time of Timestamp object at 0x10de9aa20>,EVICTION,2003,2,NULL
2003-02-19,353.0,0,0,1,2003-02-19,<built-in method time of Timestamp object at 0x10de9a9a8>,EVICTION,2003,2,NULL
2003-02-19,204.01,0,0,1,2003-02-19,<built-in method time of Timestamp object at 0x10de9a930>,EVICTION,2003,2,NULL
2003-02-20,302.01,0,0,1,2003-02-20,<built-in method time of Timestamp object at 0x10de9a8b8>,EVICTION,2003,2,NULL
2003-02-20,210.0,0,0,1,2003-02-20,<built-in method time of Timestamp object at 0x10de9a840>,EVICTION,2003,2,NULL
2003-02-20,129.02,0,0,1,2003-02-20,<built-in method time of Timestamp object at 0x10de9a7c8>,EVICTION,2003,2,NULL
2003-02-20,166.0,0,0,1,2003-02-20,<built-in method time of Timestamp object at 0x10de9a750>,EVICTION,2003,2,NULL
2003-02-20,204.02,0,0,1,2003-02-20,<built-in method time of Timestamp object at 0x10de9a6d8>,EVICTION,2003,2,NULL
2003-02-20,329.01,0,0,1,2003-02-20,<built-in method time of Timestamp object at 0x10de9a660>,EVICTION,2003,2,NULL
2003-02-21,123.02,0,0,1,2003-02-21,<built-in method time of Timestamp object at 0x10de9a5e8>,EVICTION,2003,2,NULL
2003-02-21,213.0,0,0,1,2003-02-21,<built-in method time of Timestamp object at 0x10de9a570>,EVICTION,2003,2,NULL
2003-02-24,208.0,0,0,1,2003-02-24,<built-in method time of Timestamp object at 0x10de9a4f8>,EVICTION,2003,2,NULL
2003-02-24,263.03,0,0,1,2003-02-24,<built-in method time of Timestamp object at 0x10de9a480>,EVICTION,2003,2,NULL
2003-02-24,211.0,0,0,1,2003-02-24,<built-in method time of Timestamp object at 0x10de9a408>,EVICTION,2003,2,NULL
2003-02-24,211.0,0,0,1,2003-02-24,<built-in method time of Timestamp object at 0x10de9a390>,EVICTION,2003,2,NULL
2003-02-24,218.0,0,0,1,2003-02-24,<built-in method time of Timestamp object at 0x10de9a318>,EVICTION,2003,2,NULL
2003-02-25,206.0,1,0,1,2003-02-25,<built-in method time of Timestamp object at 0x10de9a2a0>,EVICTION,2003,2,NULL
2003-02-25,263.01,0,1,1,2003-02-25,<built-in method time of Timestamp object at 0x10de9a228>,EVICTION,2003,2,NULL
2003-02-25,154.0,0,0,1,2003-02-25,<built-in method time of Timestamp object at 0x10de9a1b0>,EVICTION,2003,2,NULL
2003-02-25,208.0,0,0,1,2003-02-25,<built-in method time of Timestamp object at 0x10de9a138>,EVICTION,2003,2,NULL
2003-02-25,165.0,0,0,1,2003-02-25,<built-in method time of Timestamp object at 0x10de9a0c0>,EVICTION,2003,2,NULL
2003-02-26,311.0,0,0,1,2003-02-26,<built-in method time of Timestamp object at 0x10de9a048>,EVICTION,2003,2,NULL
2003-02-26,125.01,0,0,1,2003-02-26,<built-in method time of Timestamp object at 0x10de9bf48>,EVICTION,2003,2,NULL
2003-02-26,402.0,0,0,1,2003-02-26,<built-in method time of Timestamp object at 0x10de9bed0>,EVICTION,2003,2,NULL
2003-02-26,125.01,0,0,1,2003-02-26,<built-in method time of Timestamp object at 0x10de9be58>,EVICTION,2003,2,NULL
2003-02-27,263.02,0,0,1,2003-02-27,<built-in method time of Timestamp object at 0x10de9bde0>,EVICTION,2003,2,NULL
2003-02-27,615.0,1,0,1,2003-02-27,<built-in method time of Timestamp object at 0x10de9bd68>,EVICTION,2003,2,NULL
2003-02-27,230.03,0,0,1,2003-02-27,<built-in method time of Timestamp object at 0x10de9bcf0>,EVICTION,2003,2,NULL
2003-02-27,230.03,0,0,1,2003-02-27,<built-in method time of Timestamp object at 0x10de9bc78>,EVICTION,2003,2,NULL
